order_id,customer_id,customer_name,restaurant_name,food_item,food_category,quantity,unit_price,total_amount,order_date,order_time,delivery_time_minutes,city,customer_rating,payment_method,delivery_status
371,1571,Aniket More,Dominos,Veg Extravaganza,Pizza,1,520.0,520.0,2026-08-04,20:20:00,29,Thane,4.7,UPI,Delivered
372,1572,Rohini Patil,Subway,Corn Sandwich,Healthy,2,250.0,500.0,2026-08-05,13:10:00,23,Mumbai,4.5,Card,Delivered
373,1573,Gaurav Shah,Burger King,King Burger,Burger,1,335.0,335.0,2026-08-06,15:15:00,30,Pune,4.3,Cash,Delivered
374,1574,Pallavi More,Pizza Hut,Margherita Pizza,Pizza,2,325.0,650.0,2026-08-07,18:30:00,33,Nashik,4.6,UPI,Delivered
375,1575,Yash Patil,KFC,Hot Wings,Fast Food,2,325.0,650.0,2026-08-08,19:45:00,37,Nagpur,4.4,Card,Delivered
376,1576,Reshma Shah,Dominos,Cheese Burst Pizza,Pizza,1,550.0,550.0,2026-08-09,20:25:00,28,Thane,4.9,UPI,Delivered
377,1577,Ajay More,Subway,Veggie Delight,Healthy,2,270.0,540.0,2026-08-10,13:20:00,24,Mumbai,4.3,Cash,Delivered
378,1578,Vaibhavi Patil,Burger King,Veg Whopper,Burger,1,280.0,280.0,2026-08-11,15:50:00,27,Pune,4.2,Card,Delivered
379,1579,Megha Shah,Pizza Hut,Loaded Veg Pizza,Pizza,2,440.0,880.0,2026-08-12,18:45:00,36,Nashik,4.8,UPI,Delivered
380,1580,Omkar More,KFC,Chicken Strips,Fast Food,2,280.0,560.0,2026-08-13,19:35:00,35,Nagpur,4.3,Cash,Delivered
381,1581,Nikita Patil,Dominos,Paneer Makhani Pizza,Pizza,1,455.0,455.0,2026-08-14,20:10:00,29,Thane,4.7,Card,Delivered
382,1582,Rakesh Shah,McDonalds,McChicken,Burger,2,255.0,510.0,2026-08-15,16:25:00,22,Mumbai,4.5,UPI,Delivered
383,1583,Kajal More,Subway,Cheese Sandwich,Healthy,2,275.0,550.0,2026-08-16,13:35:00,24,Pune,4.4,Cash,Delivered
384,1584,Pratik Patil,Pizza Hut,Paneer Pizza,Pizza,1,375.0,375.0,2026-08-17,18:20:00,35,Mumbai,4.6,Card,Delivered
385,1585,Rutuja Shah,KFC,Chicken Bucket,Fast Food,1,775.0,775.0,2026-08-18,20:20:00,42,Nashik,4.6,UPI,Delivered
386,1586,Sanket More,Dominos,Deluxe Veggie Pizza,Pizza,1,490.0,490.0,2026-08-19,19:05:00,28,Nagpur,4.8,Cash,Delivered
387,1587,Pooja Patil,Burger King,Crispy Veg Burger,Burger,2,225.0,450.0,2026-08-20,15:25:00,27,Thane,4.1,Card,Delivered
388,1588,Tejas Shah,Subway,Paneer Sandwich,Healthy,2,280.0,560.0,2026-08-21,13:30:00,24,Mumbai,4.5,UPI,Delivered
389,1589,Anjali More,Pizza Hut,Cheese Pizza,Pizza,2,360.0,720.0,2026-08-22,18:50:00,34,Pune,4.4747916666666665,Cash,Delivered
390,1590,Manish Patil,KFC,Chicken Popcorn,Fast Food,3,255.0,765.0,2026-08-23,19:50:00,36,Nashik,4.4,Card,Delivered
391,1591,Sneha Shah,Dominos,Farmhouse Pizza,Pizza,1,485.0,485.0,2026-08-24,20:15:00,29,Nagpur,4.6,UPI,Delivered
392,1592,Abhishek More,McDonalds,McVeggie,Burger,3,165.0,495.0,2026-08-25,17:05:00,21,Thane,4.2,Cash,Delivered
393,1593,Priya Patil,Subway,Veg Sandwich,Healthy,2,260.0,520.0,2026-08-26,13:10:00,23,Mumbai,4.3,Card,Delivered
394,1594,Kiran Shah,Burger King,Whopper,Burger,1,315.0,315.0,2026-08-27,15:40:00,30,Pune,4.6,UPI,Delivered
395,1595,Monika More,Pizza Hut,Veggie Paradise Pizza,Pizza,2,405.0,810.0,2026-08-28,18:40:00,35,Nashik,4.8,Cash,Delivered
396,1596,Harshal Patil,KFC,Hot Crispy Chicken,Fast Food,2,355.0,710.0,2026-08-29,19:55:00,39,Nagpur,4.5,Card,Delivered
397,1597,Deepali Shah,Dominos,Cheese n Corn Pizza,Pizza,1,405.0,405.0,2026-08-30,20:25:00,28,Thane,4.5,UPI,Delivered
398,1598,Akash More,McDonalds,French Fries,Snacks,4,125.0,500.0,2026-08-31,17:15:00,20,Mumbai,4.1,Cash,Delivered
399,1599,Rohit Patil,Subway,Paneer Tikka Sandwich,Healthy,2,290.0,580.0,2026-09-01,13:25:00,24,Pune,4.7,Card,Delivered
400,1600,Neha Shah,Burger King,Cheese Burger,Burger,2,230.0,460.0,2026-09-02,15:35:00,28,Nashik,4.2,UPI,Delivered
401,1601,Rahul More,Pizza Hut,Veg Supreme Pizza,Pizza,2,410.0,820.0,2026-09-03,18:20:00,35,Mumbai,4.7,UPI,Delivered
402,1602,Sneha Patil,Dominos,Cheese Burst Pizza,Pizza,1,560.0,560.0,2026-09-04,19:10:00,28,Pune,4.8,Card,Delivered
403,1603,Amit Shah,KFC,Chicken Bucket,Fast Food,1,790.0,790.0,2026-09-05,20:15:00,42,Nashik,4.5,Cash,Delivered
404,1604,Pooja More,McDonalds,French Fries,Snacks,4,130.0,520.0,2026-09-06,17:25:00,21,Nagpur,4.1,UPI,Delivered
405,1605,Rohan Patil,Subway,Paneer Sandwich,Healthy,2,275.0,550.0,2026-09-07,13:30:00,24,Thane,4.6,Card,Delivered
406,1606,Kiran Shah,Burger King,Veg Burger,Burger,2,215.0,430.0,2026-09-08,15:20:00,28,Mumbai,4.0,Cash,Delivered
407,1607,Neha More,Pizza Hut,Paneer Pizza,Pizza,1,365.0,365.0,2026-09-09,18:15:00,36,Pune,4.7,UPI,Delivered
408,1608,Sagar Patil,KFC,Chicken Wings,Fast Food,2,320.0,640.0,2026-09-10,19:40:00,38,Nashik,4.4,Card,Delivered
409,1609,Anjali Shah,Dominos,Peppy Paneer,Pizza,1,435.0,435.0,2026-09-11,20:00:00,29,Nagpur,4.6,UPI,Delivered
410,1610,Tejas More,Subway,Veg Sandwich,Healthy,2,260.0,520.0,2026-09-12,13:15:00,23,Thane,4.4747916666666665,Cash,Delivered
411,1611,Komal Patil,McDonalds,McVeggie,Burger,3,170.0,510.0,2026-09-13,16:20:00,21,Mumbai,4.2,UPI,Delivered
412,1612,Vikas Shah,Burger King,Whopper,Burger,1,320.0,320.0,2026-09-14,18:10:00,30,Pune,4.5,Card,Delivered
413,1613,Rutuja More,Pizza Hut,Cheese Pizza,Pizza,2,355.0,710.0,2026-09-15,19:20:00,34,Nashik,4.8,Cash,Delivered
414,1614,Nilesh Patil,KFC,Chicken Popcorn,Fast Food,3,245.0,735.0,2026-09-16,20:10:00,36,Nagpur,4.3,UPI,Delivered
415,1615,Priyanka Shah,Dominos,Mexican Green Wave,Pizza,1,475.0,475.0,2026-09-17,21:00:00,28,Mumbai,4.7,Card,Delivered
416,1616,Harshal More,Subway,Paneer Tikka Sandwich,Healthy,2,295.0,590.0,2026-09-18,13:30:00,25,Thane,4.6,UPI,Delivered
417,1617,Monika Patil,Burger King,Cheese Burger,Burger,2,230.0,460.0,2026-09-19,15:45:00,28,Mumbai,4.1,Cash,Delivered
418,1618,Deepali Shah,Pizza Hut,Veg Feast Pizza,Pizza,2,405.0,810.0,2026-09-20,18:40:00,35,Pune,4.8,UPI,Delivered
419,1619,Sachin More,KFC,Chicken Burger,Burger,2,290.0,580.0,2026-09-21,19:50:00,32,Nashik,4.4,Card,Delivered
420,1620,Bhakti Patil,McDonalds,French Fries,Snacks,4,125.0,500.0,2026-09-22,17:00:00,20,Nagpur,4.0,Unknown,Delivered
421,1621,Aniket Shah,Dominos,Veg Extravaganza,Pizza,1,525.0,525.0,2026-09-23,20:20:00,29,Thane,4.7,UPI,Delivered
422,1622,Rohini More,Subway,Corn Sandwich,Healthy,2,255.0,510.0,2026-09-24,13:10:00,23,Mumbai,4.5,Card,Delivered
423,1623,Gaurav Patil,Burger King,King Burger,Burger,1,340.0,340.0,2026-09-25,15:15:00,30,Pune,4.3,Cash,Delivered
424,1624,Pallavi Shah,Pizza Hut,Margherita Pizza,Pizza,2,330.0,660.0,2026-09-26,18:30:00,33,Nashik,4.6,UPI,Delivered
425,1625,Yash More,KFC,Hot Wings,Fast Food,2,330.0,660.0,2026-09-27,19:45:00,37,Nagpur,4.4,Card,Delivered
426,1626,Reshma Patil,Dominos,Cheese Burst Pizza,Pizza,1,555.0,555.0,2026-09-28,20:25:00,28,Thane,4.9,UPI,Delivered
427,1627,Ajay Shah,Subway,Veggie Delight,Healthy,2,275.0,550.0,2026-09-29,13:20:00,24,Mumbai,4.3,Cash,Delivered
428,1628,Vaibhavi More,Burger King,Veg Whopper,Burger,1,285.0,285.0,2026-09-30,15:50:00,27,Pune,4.2,Card,Delivered
429,1629,Megha Patil,Pizza Hut,Loaded Veg Pizza,Pizza,2,445.0,890.0,2026-10-01,18:45:00,36,Nashik,4.8,UPI,Delivered
430,1630,Omkar Shah,KFC,Chicken Strips,Fast Food,2,285.0,570.0,2026-10-02,19:35:00,35,Nagpur,4.3,Cash,Delivered
431,1631,Nikita More,Dominos,Paneer Makhani Pizza,Pizza,1,460.0,460.0,2026-10-03,20:10:00,29,Thane,4.7,Card,Delivered
432,1632,Rakesh Patil,McDonalds,McChicken,Burger,2,260.0,520.0,2026-10-04,16:25:00,22,Mumbai,4.5,UPI,Delivered
433,1633,Kajal Shah,Subway,Cheese Sandwich,Healthy,2,280.0,560.0,2026-10-05,13:35:00,24,Pune,4.4,Cash,Delivered
434,1634,Pratik More,Pizza Hut,Paneer Pizza,Pizza,1,380.0,380.0,2026-10-06,18:20:00,35,Mumbai,4.6,Card,Delivered
435,1635,Rutuja Patil,KFC,Chicken Bucket,Fast Food,1,780.0,780.0,2026-10-07,20:20:00,42,Nashik,4.6,UPI,Delivered
436,1636,Sanket Shah,Dominos,Deluxe Veggie Pizza,Pizza,1,495.0,495.0,2026-10-08,19:05:00,28,Nagpur,4.8,Cash,Delivered
437,1637,Pooja More,Burger King,Crispy Veg Burger,Burger,2,230.0,460.0,2026-10-09,15:25:00,27,Thane,4.1,Card,Delivered
438,1638,Tejas Patil,Subway,Paneer Sandwich,Healthy,2,285.0,570.0,2026-10-10,13:30:00,24,Mumbai,4.5,UPI,Delivered
439,1639,Anjali Shah,Pizza Hut,Cheese Pizza,Pizza,2,365.0,730.0,2026-10-11,18:50:00,34,Pune,4.4747916666666665,Cash,Delivered
440,1640,Manish More,KFC,Chicken Popcorn,Fast Food,3,260.0,780.0,2026-10-12,19:50:00,36,Nashik,4.4,Card,Delivered
441,1641,Sneha Patil,Dominos,Farmhouse Pizza,Pizza,1,490.0,490.0,2026-10-13,20:15:00,29,Nagpur,4.6,UPI,Delivered
442,1642,Abhishek Shah,McDonalds,McVeggie,Burger,3,170.0,510.0,2026-10-14,17:05:00,21,Thane,4.2,Cash,Delivered
443,1643,Priya More,Subway,Veg Sandwich,Healthy,2,265.0,530.0,2026-10-15,13:10:00,23,Mumbai,4.3,Card,Delivered
444,1644,Kiran Patil,Burger King,Whopper,Burger,1,320.0,320.0,2026-10-16,15:40:00,30,Pune,4.6,UPI,Delivered
445,1645,Monika Shah,Pizza Hut,Veggie Paradise Pizza,Pizza,2,410.0,820.0,2026-10-17,18:40:00,35,Nashik,4.8,Cash,Delivered
446,1646,Harshal More,KFC,Hot Crispy Chicken,Fast Food,2,360.0,720.0,2026-10-18,19:55:00,39,Nagpur,4.5,Card,Delivered
447,1647,Deepali Patil,Dominos,Cheese n Corn Pizza,Pizza,1,410.0,410.0,2026-10-19,20:25:00,28,Thane,4.5,UPI,Delivered
448,1648,Akash Shah,McDonalds,French Fries,Snacks,4,130.0,520.0,2026-10-20,17:15:00,20,Mumbai,4.1,Cash,Delivered
449,1649,Rohit More,Subway,Paneer Tikka Sandwich,Healthy,2,295.0,590.0,2026-10-21,13:25:00,24,Pune,4.7,Card,Delivered
450,1650,Neha Patil,Burger King,Cheese Burger,Burger,2,235.0,470.0,2026-10-22,15:35:00,28,Nashik,4.2,UPI,Delivered
451,1651,Rahul Shah,Pizza Hut,Veg Supreme Pizza,Pizza,2,415.0,830.0,2026-10-23,18:20:00,35,Mumbai,4.7,UPI,Delivered
452,1652,Sneha More,Dominos,Cheese Burst Pizza,Pizza,1,565.0,565.0,2026-10-24,19:10:00,28,Pune,4.8,Card,Delivered
453,1653,Amit Patil,KFC,Chicken Bucket,Fast Food,1,795.0,795.0,2026-10-25,20:15:00,42,Nashik,4.5,Cash,Delivered
454,1654,Pooja Shah,McDonalds,French Fries,Snacks,4,135.0,540.0,2026-10-26,17:25:00,21,Nagpur,4.1,UPI,Delivered
455,1655,Rohan More,Subway,Paneer Sandwich,Healthy,2,280.0,560.0,2026-10-27,13:30:00,24,Thane,4.6,Card,Delivered
456,1656,Kiran Patil,Burger King,Veg Burger,Burger,2,220.0,440.0,2026-10-28,15:20:00,28,Mumbai,4.0,Cash,Delivered
457,1657,Neha Shah,Pizza Hut,Paneer Pizza,Pizza,1,370.0,370.0,2026-10-29,18:15:00,36,Pune,4.7,UPI,Delivered
458,1658,Sagar More,KFC,Chicken Wings,Fast Food,2,325.0,650.0,2026-10-30,19:40:00,38,Nashik,4.4,Card,Delivered
459,1659,Anjali Patil,Dominos,Peppy Paneer,Pizza,1,440.0,440.0,2026-10-31,20:00:00,29,Nagpur,4.6,UPI,Delivered
460,1660,Tejas Shah,Subway,Veg Sandwich,Healthy,2,265.0,530.0,2026-11-01,13:15:00,23,Thane,4.4747916666666665,Cash,Delivered
461,1661,Komal More,McDonalds,McVeggie,Burger,3,175.0,525.0,2026-11-02,16:20:00,21,Mumbai,4.2,UPI,Delivered
462,1662,Vikas Patil,Burger King,Whopper,Burger,1,325.0,325.0,2026-11-03,18:10:00,30,Pune,4.5,Card,Delivered
463,1663,Rutuja Shah,Pizza Hut,Cheese Pizza,Pizza,2,360.0,720.0,2026-11-04,19:20:00,34,Nashik,4.8,Cash,Delivered
464,1664,Nilesh More,KFC,Chicken Popcorn,Fast Food,3,250.0,750.0,2026-11-05,20:10:00,36,Nagpur,4.3,UPI,Delivered
465,1665,Priyanka Patil,Dominos,Mexican Green Wave,Pizza,1,480.0,480.0,2026-11-06,21:00:00,28,Mumbai,4.7,Card,Delivered
466,1666,Harshal Shah,Subway,Paneer Tikka Sandwich,Healthy,2,300.0,600.0,2026-11-07,13:30:00,25,Thane,4.6,UPI,Delivered
467,1667,Monika More,Burger King,Cheese Burger,Burger,2,235.0,470.0,2026-11-08,15:45:00,28,Mumbai,4.1,Cash,Delivered
468,1668,Deepali Patil,Pizza Hut,Veg Feast Pizza,Pizza,2,410.0,820.0,2026-11-09,18:40:00,35,Pune,4.8,UPI,Delivered
469,1669,Sachin Shah,KFC,Chicken Burger,Burger,2,295.0,590.0,2026-11-10,19:50:00,32,Nashik,4.4,Card,Delivered
470,1670,Bhakti More,McDonalds,French Fries,Snacks,4,130.0,520.0,2026-11-11,17:00:00,20,Nagpur,4.0,Unknown,Delivered
471,1671,Aniket Patil,Dominos,Veg Extravaganza,Pizza,1,530.0,530.0,2026-11-12,20:20:00,29,Thane,4.7,UPI,Delivered
472,1672,Rohini Shah,Subway,Corn Sandwich,Healthy,2,260.0,520.0,2026-11-13,13:10:00,23,Mumbai,4.5,Card,Delivered
473,1673,Gaurav More,Burger King,King Burger,Burger,1,345.0,345.0,2026-11-14,15:15:00,30,Pune,4.3,Cash,Delivered
474,1674,Pallavi Patil,Pizza Hut,Margherita Pizza,Pizza,2,335.0,670.0,2026-11-15,18:30:00,33,Nashik,4.6,UPI,Delivered
475,1675,Yash Shah,KFC,Hot Wings,Fast Food,2,335.0,670.0,2026-11-16,19:45:00,37,Nagpur,4.4,Card,Delivered
476,1676,Reshma More,Dominos,Cheese Burst Pizza,Pizza,1,560.0,560.0,2026-11-17,20:25:00,28,Thane,4.9,UPI,Delivered
477,1677,Ajay Patil,Subway,Veggie Delight,Healthy,2,280.0,560.0,2026-11-18,13:20:00,24,Mumbai,4.3,Cash,Delivered
478,1678,Vaibhavi Shah,Burger King,Veg Whopper,Burger,1,290.0,290.0,2026-11-19,15:50:00,27,Pune,4.2,Card,Delivered
479,1679,Megha More,Pizza Hut,Loaded Veg Pizza,Pizza,2,450.0,900.0,2026-11-20,18:45:00,36,Nashik,4.8,UPI,Delivered
480,1680,Omkar Patil,KFC,Chicken Strips,Fast Food,2,290.0,580.0,2026-11-21,19:35:00,35,Nagpur,4.3,Cash,Delivered
481,1681,Nikita Shah,Dominos,Paneer Makhani Pizza,Pizza,1,465.0,465.0,2026-11-22,20:10:00,29,Thane,4.7,Card,Delivered
482,1682,Rakesh More,McDonalds,McChicken,Burger,2,265.0,530.0,2026-11-23,16:25:00,22,Mumbai,4.5,UPI,Delivered
483,1683,Kajal Patil,Subway,Cheese Sandwich,Healthy,2,285.0,570.0,2026-11-24,13:35:00,24,Pune,4.4,Cash,Delivered
484,1684,Pratik Shah,Pizza Hut,Paneer Pizza,Pizza,1,385.0,385.0,2026-11-25,18:20:00,35,Mumbai,4.6,Card,Delivered
485,1685,Rutuja More,KFC,Chicken Bucket,Fast Food,1,785.0,785.0,2026-11-26,20:20:00,42,Nashik,4.6,UPI,Delivered
486,1686,Sanket Patil,Dominos,Deluxe Veggie Pizza,Pizza,1,500.0,500.0,2026-11-27,19:05:00,28,Nagpur,4.8,Cash,Delivered
487,1687,Pooja Shah,Burger King,Crispy Veg Burger,Burger,2,235.0,470.0,2026-11-28,15:25:00,27,Thane,4.1,Card,Delivered
488,1688,Tejas More,Subway,Paneer Sandwich,Healthy,2,290.0,580.0,2026-11-29,13:30:00,24,Mumbai,4.5,UPI,Delivered
489,1689,Anjali Patil,Pizza Hut,Cheese Pizza,Pizza,2,370.0,740.0,2026-11-30,18:50:00,34,Pune,4.4747916666666665,Cash,Delivered
490,1690,Manish Shah,KFC,Chicken Popcorn,Fast Food,3,265.0,795.0,2026-12-01,19:50:00,36,Nashik,4.4,Card,Delivered
491,1691,Sneha More,Dominos,Farmhouse Pizza,Pizza,1,495.0,495.0,2026-12-02,20:15:00,29,Nagpur,4.6,UPI,Delivered
492,1692,Abhishek Patil,McDonalds,McVeggie,Burger,3,175.0,525.0,2026-12-03,17:05:00,21,Thane,4.2,Cash,Delivered
493,1693,Priya Shah,Subway,Veg Sandwich,Healthy,2,270.0,540.0,2026-12-04,13:10:00,23,Mumbai,4.3,Card,Delivered
494,1694,Kiran More,Burger King,Whopper,Burger,1,325.0,325.0,2026-12-05,15:40:00,30,Pune,4.6,UPI,Delivered
495,1695,Monika Patil,Pizza Hut,Veggie Paradise Pizza,Pizza,2,415.0,830.0,2026-12-06,18:40:00,35,Nashik,4.8,Cash,Delivered
496,1696,Harshal Shah,KFC,Hot Crispy Chicken,Fast Food,2,365.0,730.0,2026-12-07,19:55:00,39,Nagpur,4.5,Card,Delivered
497,1697,Deepali More,Dominos,Cheese n Corn Pizza,Pizza,1,415.0,415.0,2026-12-08,20:25:00,28,Thane,4.5,UPI,Delivered
498,1698,Akash Patil,McDonalds,French Fries,Snacks,4,135.0,540.0,2026-12-09,17:15:00,20,Mumbai,4.1,Cash,Delivered
499,1699,Rohit Shah,Subway,Paneer Tikka Sandwich,Healthy,2,300.0,600.0,2026-12-10,13:25:00,24,Pune,4.7,Card,Delivered
500,1700,Neha More,Burger King,Cheese Burger,Burger,2,240.0,480.0,2026-12-11,15:35:00,28,Nashik,4.2,UPI,Delivered
